Process Time,Src IP,Src Port,Dst IP,Dst Port,Protocol,Total Fwd Pkts,Total Fwd Vol,Total Bwd Pkts,Total Bwd Vol,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Max,Fwd Pkt Len Std,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Max,Bwd Pkt Len Std,Fwd IAT Min,Fwd IAT Mean,Fwd IAT Max,Fwd IAT Std,Bwd IAT Min,Bwd IAT Mean,Bwd IAT Max,Bwd IAT Std,Duration,Active Min,Active Mean,Active Max,Active Std,Idle Min,Idle Mean,Idle Max,Idle Std,SFlow Fwd Pkts,SFlow Fwd Bytes,SFlow Bwd Pkts,SFlow bwd Bytes,FPSH Count,BPSH Count,FURG Count,BURG Count,Total FHLen,Total BHLen,Previous Flow Time,DSCP
2025-02-18 16:57:53.373222 +0000 UTC,192.168.0.3,52854,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,9000,473500,1799000,659962,194000,707750,1785000,729525,2841000,2841000,2841000,2841000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,1000,0
2025-02-18 16:57:53.372138 +0000 UTC,192.168.0.3,52712,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,13000,758000,2852000,1107313,148000,1134000,2823000,1199295,4548000,4548000,4548000,4548000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,19000,0
2025-02-18 16:57:53.372758 +0000 UTC,192.168.0.3,52812,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,10000,659500,3273000,1284528,176000,987000,3262000,1517334,3957000,3957000,3957000,3957000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,42000,0
2025-02-18 16:57:53.373965 +0000 UTC,192.168.0.3,52890,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,10000,463666,1852000,707090,167000,692500,1796000,758680,2782000,2782000,2782000,2782000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,208000,0
2025-02-18 16:57:53.373723 +0000 UTC,192.168.0.3,52874,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,10000,513166,2443000,952935,70000,767500,2434000,1116639,3079000,3079000,3079000,3079000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,106000,0
2025-02-18 16:57:53.374428 +0000 UTC,192.168.0.3,52932,192.168.0.5,80,6,6,474,6,815,52,79,206,62,52,135,314,127,7000,495000,1728000,707726,55000,495200,1717000,691609,2481000,2481000,2481000,2481000,0,0,0,0,0,6,474,6,815,1,2,0,0,320,320,146000,0
2025-02-18 16:57:53.374139 +0000 UTC,192.168.0.3,52904,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,7000,468333,2091000,799561,92000,700250,2074000,927044,2810000,2810000,2810000,2810000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,69000,0
2025-02-18 16:57:53.374878 +0000 UTC,192.168.0.3,52962,192.168.0.5,80,6,6,474,6,815,52,79,206,62,52,135,314,127,8000,415000,878000,383825,53000,414800,865000,345735,2080000,2080000,2080000,2080000,0,0,0,0,0,6,474,6,815,1,2,0,0,320,320,223000,0
2025-02-18 16:57:53.373986 +0000 UTC,192.168.0.3,52902,192.168.0.5,80,6,6,474,6,815,52,79,206,62,52,135,314,127,8000,618400,1533000,772434,64000,618200,1370000,676125,3097000,3097000,3097000,3097000,0,0,0,0,0,6,474,6,815,1,2,0,0,320,320,19000,0
2025-02-18 16:57:53.373049 +0000 UTC,192.168.0.3,52832,192.168.0.5,80,6,6,474,6,815,52,79,206,62,52,135,314,127,49000,877000,2867000,1157753,196000,871200,2851000,1123889,4392000,4392000,4392000,4392000,0,0,0,0,0,6,474,6,815,1,2,0,0,320,320,243000,0
2025-02-18 16:57:53.374655 +0000 UTC,192.168.0.3,52948,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,8000,482666,2334000,910678,71000,722000,2317000,1072610,2896000,2896000,2896000,2896000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,227000,0
2025-02-18 16:57:53.375082 +0000 UTC,192.168.0.3,52964,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,12000,445833,2020000,785661,51000,665500,2010000,909180,2675000,2675000,2675000,2675000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,204000,0
2025-02-18 16:57:53.373055 +0000 UTC,192.168.0.3,52844,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,5000,785166,2548000,1155734,9000,1175250,2555000,1271655,4711000,4711000,4711000,4711000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,6000,0
2025-02-18 16:57:53.371823 +0000 UTC,192.168.0.3,52620,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,48000,997000,2985000,1295842,268000,1485250,2976000,1384611,5982000,5982000,5982000,5982000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,0,0
2025-02-18 16:57:53.372296 +0000 UTC,192.168.0.3,52742,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,7000,920666,4348000,1695456,217000,1379250,4327000,1973844,5524000,5524000,5524000,5524000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,2000,0
2025-02-18 16:57:53.37633 +0000 UTC,192.168.0.3,53040,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,10000,264500,777000,308944,76000,394250,768000,304206,1587000,1587000,1587000,1587000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,148000,0
2025-02-18 16:57:53.372716 +0000 UTC,192.168.0.3,52808,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,10000,866833,4440000,1757830,248000,1298000,4230000,1955687,5201000,5201000,5201000,5201000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,31000,0
2025-02-18 16:57:53.37192 +0000 UTC,192.168.0.3,52664,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,22000,1066666,3516000,1531573,116000,1595750,3528000,1672851,6400000,6400000,6400000,6400000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,26000,0
2025-02-18 16:57:53.375848 +0000 UTC,192.168.0.3,53014,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,10000,428666,1901000,728871,166000,640500,1894000,836728,2572000,2572000,2572000,2572000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,92000,0
2025-02-18 16:57:53.372432 +0000 UTC,192.168.0.3,52762,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,10000,1008500,3029000,1389730,230000,1510500,3018000,1486517,6051000,6051000,6051000,6051000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,40000,0
2025-02-18 16:57:53.375969 +0000 UTC,192.168.0.3,53016,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,9000,435000,1771000,699711,62000,650750,1763000,789015,2610000,2610000,2610000,2610000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,121000,0
2025-02-18 16:57:53.375407 +0000 UTC,192.168.0.3,52998,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,9000,529333,2840000,1133229,61000,791750,2831000,1360053,3176000,3176000,3176000,3176000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,177000,0
2025-02-18 16:57:53.37523 +0000 UTC,192.168.0.3,52996,192.168.0.5,80,6,6,474,6,815,52,79,206,62,52,135,314,127,9000,675400,1901000,803979,64000,674800,1888000,741140,3381000,3381000,3381000,3381000,0,0,0,0,0,6,474,6,815,1,2,0,0,320,320,42000,0
2025-02-18 16:57:53.372294 +0000 UTC,192.168.0.3,52734,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,8000,1055000,4417000,1720625,158000,1580500,4407000,1952058,6330000,6330000,6330000,6330000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,5000,0
2025-02-18 16:57:53.371865 +0000 UTC,192.168.0.3,52644,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,17000,1144833,3628000,1695786,75000,1713500,3643000,1869295,6869000,6869000,6869000,6869000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,41000,0
2025-02-18 16:57:53.376182 +0000 UTC,192.168.0.3,53030,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,9000,465833,2498000,995919,61000,696750,2489000,1195435,2795000,2795000,2795000,2795000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,213000,0
2025-02-18 16:57:53.372162 +0000 UTC,192.168.0.3,52726,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,15000,1136500,3380000,1665610,112000,1701500,3370000,1828111,6819000,6819000,6819000,6819000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,24000,0
2025-02-18 16:57:53.377478 +0000 UTC,192.168.0.3,53056,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,9000,255000,1250000,489225,22000,380250,1242000,576810,1530000,1530000,1530000,1530000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,1148000,0
2025-02-18 16:57:53.375188 +0000 UTC,192.168.0.3,52980,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,9000,646166,3568000,1432463,43000,967250,3561000,1729682,3877000,3877000,3877000,3877000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,106000,0
2025-02-18 16:57:53.375756 +0000 UTC,192.168.0.3,53008,192.168.0.5,80,6,6,474,6,815,52,79,206,62,52,135,314,127,9000,692600,3164000,1382468,35000,692200,3155000,1377459,3468000,3468000,3468000,3468000,0,0,0,0,0,6,474,6,815,1,2,0,0,320,320,349000,0
2025-02-18 16:57:54.375524 +0000 UTC,192.168.0.3,33130,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,55000,237333,610000,216326,115000,342750,554000,242647,1424000,1424000,1424000,1424000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,649000,0
2025-02-18 16:57:54.374875 +0000 UTC,192.168.0.3,33122,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,121000,352833,667000,248765,232000,502250,642000,183993,2117000,2117000,2117000,2117000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,997397000,0
2025-02-18 16:57:54.376517 +0000 UTC,192.168.0.3,33134,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,52000,258666,546000,169341,198000,375500,495000,135441,1552000,1552000,1552000,1552000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,993000,0
2025-02-18 16:57:54.377551 +0000 UTC,192.168.0.3,33144,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,33000,170500,493000,167910,147000,245250,458000,146297,1023000,1023000,1023000,1023000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,1034000,0
2025-02-18 16:57:54.378554 +0000 UTC,192.168.0.3,33158,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,26000,102000,253000,83234,92000,146750,217000,51835,612000,612000,612000,612000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,1003000,0
2025-02-18 16:57:54.379486 +0000 UTC,192.168.0.3,33174,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,23000,95666,221000,72877,86000,137500,189000,42099,574000,574000,574000,574000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,932000,0
2025-02-18 16:57:55.374802 +0000 UTC,192.168.0.3,33184,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,158000,398666,1098000,359835,327000,564750,1008000,302523,2392000,2392000,2392000,2392000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,0,0
2025-02-18 16:57:55.374802 +0000 UTC,192.168.0.3,33182,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,157000,403666,1149000,383728,280000,572000,1043000,328246,2422000,2422000,2422000,2422000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,995316000,0
2025-02-18 16:57:55.375755 +0000 UTC,192.168.0.3,33198,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,79000,341333,936000,355438,198000,495250,877000,316769,2048000,2048000,2048000,2048000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,953000,0
2025-02-18 16:57:55.376604 +0000 UTC,192.168.0.3,33210,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,53000,204166,514000,173564,121000,294750,486000,149388,1225000,1225000,1225000,1225000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,849000,0
2025-02-18 16:57:55.377452 +0000 UTC,192.168.0.3,33230,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,29000,148500,338000,142588,61000,215500,323000,126202,891000,891000,891000,891000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,693000,0
2025-02-18 16:57:55.376759 +0000 UTC,192.168.0.3,33222,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,34000,269000,1231000,473187,61000,391250,1207000,545732,1614000,1614000,1614000,1614000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,155000,0
2025-02-18 16:57:55.378508 +0000 UTC,192.168.0.3,33244,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,35000,92166,209000,67014,59000,129750,187000,52873,553000,553000,553000,553000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,1056000,0
2025-02-18 16:57:55.379505 +0000 UTC,192.168.0.3,33256,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,31000,119833,256000,77085,105000,171750,225000,57046,719000,719000,719000,719000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,25000,0
2025-02-18 16:57:55.37948 +0000 UTC,192.168.0.3,33250,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,49000,127166,295000,91992,81000,178750,258000,78436,763000,763000,763000,763000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,972000,0
2025-02-18 16:57:55.379529 +0000 UTC,192.168.0.3,33268,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,25000,228666,958000,360124,95000,336500,895000,374640,1372000,1372000,1372000,1372000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,24000,0
2025-02-18 16:57:56.378591 +0000 UTC,192.168.0.3,33280,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,90000,336333,802000,280815,228000,486750,742000,216966,2018000,2018000,2018000,2018000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,708000,0
2025-02-18 16:57:56.377883 +0000 UTC,192.168.0.3,33270,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,158000,454500,1203000,394626,396000,634250,1090000,313083,2727000,2727000,2727000,2727000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,998354000,0
2025-02-18 16:57:56.378883 +0000 UTC,192.168.0.3,33290,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,76000,306000,621000,228735,124000,443500,568000,213604,1836000,1836000,1836000,1836000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,292000,0
2025-02-18 16:57:56.379664 +0000 UTC,192.168.0.3,33292,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,62000,255500,770000,272858,210000,369750,702000,229928,1533000,1533000,1533000,1533000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,781000,0
2025-02-18 16:57:56.380663 +0000 UTC,192.168.0.3,33302,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,27000,135000,275000,96471,66000,195750,295000,99332,810000,810000,810000,810000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,999000,0
2025-02-18 16:57:57.378879 +0000 UTC,192.168.0.3,33310,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,181000,497833,1122000,369189,402000,709750,1211000,353048,2987000,2987000,2987000,2987000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,998216000,0
2025-02-18 16:57:57.37891 +0000 UTC,192.168.0.3,33350,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,149000,548500,1537000,539158,426000,793500,1449000,468925,3291000,3291000,3291000,3291000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,31000,0
2025-02-18 16:57:57.379505 +0000 UTC,192.168.0.3,33352,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,67000,453500,1184000,465838,189000,666250,1128000,416454,2721000,2721000,2721000,2721000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,595000,0
2025-02-18 16:57:57.379678 +0000 UTC,192.168.0.3,33366,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,65000,427833,1015000,432406,285000,627250,952000,338033,2567000,2567000,2567000,2567000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,9000,0
2025-02-18 16:57:57.380277 +0000 UTC,192.168.0.3,33368,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,110000,344500,916000,317745,190000,481250,797000,268999,2067000,2067000,2067000,2067000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,599000,0
2025-02-18 16:57:57.378879 +0000 UTC,192.168.0.3,33312,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,53000,682833,1962000,767420,227000,987500,1807000,759798,4097000,4097000,4097000,4097000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,1000,0
2025-02-18 16:57:57.378878 +0000 UTC,192.168.0.3,33324,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,95000,691000,2442000,934582,178000,1000000,2400000,1030035,4146000,4146000,4146000,4146000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,-1000,0
2025-02-18 16:57:57.379669 +0000 UTC,192.168.0.3,33356,192.168.0.5,80,6,7,526,5,763,52,75,206,57,52,152,314,134,60000,559500,2715000,1056865,172000,826500,2670000,1229759,3357000,3357000,3357000,3357000,0,0,0,0,0,7,526,5,763,1,2,0,0,372,268,164000,0
2025-02-18 16:57:53.37407 +0000 UTC,192.168.0.5,80,192.168.0.3,52680,6,1,52,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,52,0,84000,0
